1, 2, 16, 4.34, 3.0, 2.0, 4.0, 4.0452935616590295
1, 2, 16, 4.34, 3.0, 2.0, 4.0, 4.0452935616590295
2, 1, 16, 4.57, 3.0, 2.0, 4.0, 4.453661415060647
3, 2, 16, 4.875, 3.0, 2.0, 4.0, 4.625945849229106
1, 2, 16, 4.34, 3.0, 2.0, 4.0, 4.0452935616590295
2, 1, 16, 4.57, 3.0, 2.0, 4.0, 4.453661415060647
3, 2, 16, 4.875, 3.0, 2.0, 4.0, 4.625945849229106
4, 2, 16, 4.695, 3.0, 2.0, 4.0, 4.331509552107671
5, 2, 16, 4.98, 3.0, 2.0, 4.0, 4.624889187861694
1, 2, 16, 4.34, 3.0, 2.0, 4.0, 4.0452935616590295
2, 1, 16, 4.57, 3.0, 2.0, 4.0, 4.453661415060647
3, 2, 16, 4.875, 3.0, 2.0, 4.0, 4.625945849229106
4, 2, 16, 4.695, 3.0, 2.0, 4.0, 4.331509552107671
5, 2, 16, 4.98, 3.0, 2.0, 4.0, 4.624889187861694
6, 2, 16, 5.34, 3.0, 2.0, 4.0, 4.9055478796970275
7, 2, 17, 4.665, 3.0, 2.0, 4.0, 4.562102037438444
1, 2, 16, 4.34, 3.0, 2.0, 4.0, 4.0452935616590295
2, 1, 16, 4.57, 3.0, 2.0, 4.0, 4.453661415060647
3, 2, 16, 4.875, 3.0, 2.0, 4.0, 4.625945849229106
4, 2, 16, 4.695, 3.0, 2.0, 4.0, 4.331509552107671
5, 2, 16, 4.98, 3.0, 2.0, 4.0, 4.624889187861694
6, 2, 16, 5.34, 3.0, 2.0, 4.0, 4.9055478796970275
7, 2, 17, 4.665, 3.0, 2.0, 4.0, 4.562102037438444
8, 2, 16, 4.905, 3.0, 2.0, 4.0, 4.4995527555524895
9, 2, 16, 4.61, 3.0, 2.0, 4.0, 4.2459274605202575
1, 2, 16, 4.34, 3.0, 2.0, 4.0, 4.0452935616590295
2, 1, 16, 4.57, 3.0, 2.0, 4.0, 4.453661415060647
3, 2, 16, 4.875, 3.0, 2.0, 4.0, 4.625945849229106
4, 2, 16, 4.695, 3.0, 2.0, 4.0, 4.331509552107671
5, 2, 16, 4.98, 3.0, 2.0, 4.0, 4.624889187861694
6, 2, 16, 5.34, 3.0, 2.0, 4.0, 4.9055478796970275
7, 2, 17, 4.665, 3.0, 2.0, 4.0, 4.562102037438444
8, 2, 16, 4.905, 3.0, 2.0, 4.0, 4.4995527555524895
9, 2, 16, 4.61, 3.0, 2.0, 4.0, 4.2459274605202575
10, 1, 17, 4.09, 3.0, 2.0, 4.0, 4.061022038846871
11, 2, 17, 4.755, 3.0, 2.0, 4.0, 4.523823051358221
1, 2, 16, 4.34, 3.0, 2.0, 4.0, 4.0452935616590295
2, 1, 16, 4.57, 3.0, 2.0, 4.0, 4.453661415060647
3, 2, 16, 4.875, 3.0, 2.0, 4.0, 4.625945849229106
4, 2, 16, 4.695, 3.0, 2.0, 4.0, 4.331509552107671
5, 2, 16, 4.98, 3.0, 2.0, 4.0, 4.624889187861694
6, 2, 16, 5.34, 3.0, 2.0, 4.0, 4.9055478796970275
7, 2, 17, 4.665, 3.0, 2.0, 4.0, 4.562102037438444
8, 2, 16, 4.905, 3.0, 2.0, 4.0, 4.4995527555524895
9, 2, 16, 4.61, 3.0, 2.0, 4.0, 4.2459274605202575
10, 1, 17, 4.09, 3.0, 2.0, 4.0, 4.061022038846871
11, 2, 17, 4.755, 3.0, 2.0, 4.0, 4.523823051358221
12, 2, 17, 4.94, 3.0, 2.0, 4.0, 4.650419335930901
13, 2, 16, 4.655, 3.0, 2.0, 4.0, 4.36073101669892
1, 2, 16, 4.34, 3.0, 2.0, 4.0, 4.0452935616590295
2, 1, 16, 4.57, 3.0, 2.0, 4.0, 4.453661415060647
3, 2, 16, 4.875, 3.0, 2.0, 4.0, 4.625945849229106
4, 2, 16, 4.695, 3.0, 2.0, 4.0, 4.331509552107671
5, 2, 16, 4.98, 3.0, 2.0, 4.0, 4.624889187861694
6, 2, 16, 5.34, 3.0, 2.0, 4.0, 4.9055478796970275
7, 2, 17, 4.665, 3.0, 2.0, 4.0, 4.562102037438444
8, 2, 16, 4.905, 3.0, 2.0, 4.0, 4.4995527555524895
9, 2, 16, 4.61, 3.0, 2.0, 4.0, 4.2459274605202575
10, 1, 17, 4.09, 3.0, 2.0, 4.0, 4.061022038846871
11, 2, 17, 4.755, 3.0, 2.0, 4.0, 4.523823051358221
12, 2, 17, 4.94, 3.0, 2.0, 4.0, 4.650419335930901
13, 2, 16, 4.655, 3.0, 2.0, 4.0, 4.36073101669892
14, 2, 17, 4.69, 3.0, 2.0, 4.0, 4.540253296898753
15, 2, 17, 4.89, 3.0, 2.0, 4.0, 4.587799036575164
1, 2, 16, 4.34, 3.0, 2.0, 4.0, 4.0452935616590295
2, 1, 16, 4.57, 3.0, 2.0, 4.0, 4.453661415060647
3, 2, 16, 4.875, 3.0, 2.0, 4.0, 4.625945849229106
4, 2, 16, 4.695, 3.0, 2.0, 4.0, 4.331509552107671
5, 2, 16, 4.98, 3.0, 2.0, 4.0, 4.624889187861694
6, 2, 16, 5.34, 3.0, 2.0, 4.0, 4.9055478796970275
7, 2, 17, 4.665, 3.0, 2.0, 4.0, 4.562102037438444
8, 2, 16, 4.905, 3.0, 2.0, 4.0, 4.4995527555524895
9, 2, 16, 4.61, 3.0, 2.0, 4.0, 4.2459274605202575
10, 1, 17, 4.09, 3.0, 2.0, 4.0, 4.061022038846871
11, 2, 17, 4.755, 3.0, 2.0, 4.0, 4.523823051358221
12, 2, 17, 4.94, 3.0, 2.0, 4.0, 4.650419335930901
13, 2, 16, 4.655, 3.0, 2.0, 4.0, 4.36073101669892
14, 2, 17, 4.69, 3.0, 2.0, 4.0, 4.540253296898753
15, 2, 17, 4.89, 3.0, 2.0, 4.0, 4.587799036575164
16, 2, 17, 4.42, 3.0, 2.0, 4.0, 4.2111281148879804
17, 2, 17, 4.9, 3.0, 2.0, 4.0, 4.570557952810575
1, 2, 16, 4.34, 3.0, 2.0, 4.0, 4.0452935616590295
2, 1, 16, 4.57, 3.0, 2.0, 4.0, 4.453661415060647
3, 2, 16, 4.875, 3.0, 2.0, 4.0, 4.625945849229106
4, 2, 16, 4.695, 3.0, 2.0, 4.0, 4.331509552107671
5, 2, 16, 4.98, 3.0, 2.0, 4.0, 4.624889187861694
6, 2, 16, 5.34, 3.0, 2.0, 4.0, 4.9055478796970275
7, 2, 17, 4.665, 3.0, 2.0, 4.0, 4.562102037438444
8, 2, 16, 4.905, 3.0, 2.0, 4.0, 4.4995527555524895
9, 2, 16, 4.61, 3.0, 2.0, 4.0, 4.2459274605202575
10, 1, 17, 4.09, 3.0, 2.0, 4.0, 4.061022038846871
11, 2, 17, 4.755, 3.0, 2.0, 4.0, 4.523823051358221
12, 2, 17, 4.94, 3.0, 2.0, 4.0, 4.650419335930901
13, 2, 16, 4.655, 3.0, 2.0, 4.0, 4.36073101669892
14, 2, 17, 4.69, 3.0, 2.0, 4.0, 4.540253296898753
15, 2, 17, 4.89, 3.0, 2.0, 4.0, 4.587799036575164
16, 2, 17, 4.42, 3.0, 2.0, 4.0, 4.2111281148879804
17, 2, 17, 4.9, 3.0, 2.0, 4.0, 4.570557952810575
18, 2, 16, 4.58, 3.0, 2.0, 4.0, 4.461345088647593
19, 2, 17, 4.405, 3.0, 2.0, 4.0, 4.268603401582301
1, 2, 16, 4.34, 3.0, 2.0, 4.0, 4.0452935616590295
2, 1, 16, 4.57, 3.0, 2.0, 4.0, 4.453661415060647
3, 2, 16, 4.875, 3.0, 2.0, 4.0, 4.625945849229106
4, 2, 16, 4.695, 3.0, 2.0, 4.0, 4.331509552107671
5, 2, 16, 4.98, 3.0, 2.0, 4.0, 4.624889187861694
6, 2, 16, 5.34, 3.0, 2.0, 4.0, 4.9055478796970275
7, 2, 17, 4.665, 3.0, 2.0, 4.0, 4.562102037438444
8, 2, 16, 4.905, 3.0, 2.0, 4.0, 4.4995527555524895
9, 2, 16, 4.61, 3.0, 2.0, 4.0, 4.2459274605202575
10, 1, 17, 4.09, 3.0, 2.0, 4.0, 4.061022038846871
11, 2, 17, 4.755, 3.0, 2.0, 4.0, 4.523823051358221
12, 2, 17, 4.94, 3.0, 2.0, 4.0, 4.650419335930901
13, 2, 16, 4.655, 3.0, 2.0, 4.0, 4.36073101669892
14, 2, 17, 4.69, 3.0, 2.0, 4.0, 4.540253296898753
15, 2, 17, 4.89, 3.0, 2.0, 4.0, 4.587799036575164
16, 2, 17, 4.42, 3.0, 2.0, 4.0, 4.2111281148879804
17, 2, 17, 4.9, 3.0, 2.0, 4.0, 4.570557952810575
18, 2, 16, 4.58, 3.0, 2.0, 4.0, 4.461345088647593
19, 2, 17, 4.405, 3.0, 2.0, 4.0, 4.268603401582301
20, 2, 17, 4.665, 3.0, 2.0, 4.0, 4.3923541523879885
21, 2, 17, 4.765, 3.0, 2.0, 4.0, 4.521036938579467
1, 2, 16, 4.34, 3.0, 2.0, 4.0, 4.0452935616590295
2, 1, 16, 4.57, 3.0, 2.0, 4.0, 4.453661415060647
3, 2, 16, 4.875, 3.0, 2.0, 4.0, 4.625945849229106
